"Eszkoz teszt (0) ...
"
"536784	0	-2128	-8020	-15400	
"
"536784	1	128	8324	0	
"
"536784	2	-2144	-7924	-15444	
"
"563052	0	-2136	-7920	-15520	
"
"563052	1	304	8196	772	
"
"563052	2	-2140	-7920	-15332	
"
"589448	0	-2152	-7924	-15432	
"
"589448	1	320	8332	816	
"
"589448	2	-2168	-8008	-15572	
"
"615808	0	-2144	-7980	-15528	
"
"615808	1	272	8344	768	
"
"615808	2	-2144	-7952	-15496	
"
"642180	0	-2164	-7928	-15524	
"
"642180	1	256	8208	896	
"
"642180	2	-2160	-7940	-15468	
"
"668552	0	-2204	-7940	-15424	
"
"668552	1	320	8192	4	
"
"668552	2	-2100	-7900	-15488	
"
"694820	0	-2112	-7936	-15412	
"
"694820	1	256	8196	784	
"
"694820	2	-2140	-7904	-15456	
"
"721196	0	-2224	-7912	-15416	
"
"721196	1	72	8192	0	
"
"721196	2	-2176	-7940	-15564	
"
"747440	0	-2164	-7948	-15464	
"
"747440	1	256	8220	840	
"
"747440	2	-2108	-7968	-15392	
"
"773804	0	-2148	-7904	-15492	
"
"773804	1	192	8204	800	
"
"773804	2	-2148	-7900	-15444	
"
"800176	0	-2140	-7924	-15572	
"
"800176	1	256	8220	836	
"
"800176	2	-2128	-7936	-15492	
"
"826540	0	-2156	-7924	-15416	
"
"826540	1	256	8320	768	
"
"826540	2	-2100	-7928	-15492	
"
"852912	0	-2104	-7936	-15540	
"
"852912	1	160	8328	832	
"
"852912	2	-2076	-7924	-15448	
"
"879276	0	-2124	-7936	-15476	
"
"879276	1	136	8328	836	
"
"879276	2	-2116	-7972	-15492	
"
"905648	0	-2116	-7928	-15508	
"
"905648	1	256	8232	0	
"
"905648	2	-2124	-7912	-15420	
"
"931912	0	-2200	-7960	-15476	
"
"931912	1	160	8208	772	
"
"931912	2	-2152	-7984	-15492	
"
"958280	0	-2168	-7952	-15496	
"
"958280	1	256	8192	768	
"
"958280	2	-2164	-8028	-15428	
"
"984652	0	-2192	-7872	-15352	
"
"984652	1	268	8320	832	
"
"984652	2	-2136	-7960	-15488	
"
"1011012	0	-2228	-7940	-15492	
"
"1011012	1	256	8384	672	
"
"1011012	2	-2168	-8008	-15556	
"
"1037528	0	-2104	-8040	-15496	
"
"1037528	1	8	8336	784	
"
"1037528	2	-2132	-7924	-15504	
"
"1063952	0	-2156	-7940	-15424	
"
"1063952	1	280	8320	56	
"
"1063952	2	-2216	-7964	-15480	
"
"1090404	0	-2164	-7840	-15500	
"
"1090404	1	16	8320	8	
"
"1090404	2	-2208	-8008	-15532	
"
"1116756	0	-2108	-7984	-15356	
"
"1116756	1	200	8192	0	
"
"1116756	2	-2128	-7932	-15420	
"
"1143160	0	-2188	-8016	-15492	
"
"1143160	1	128	8320	896	
"
"1143160	2	-2144	-8096	-15444	
"
"1169652	0	-2112	-8044	-15428	
"
"1169652	1	268	8352	832	
"
"1169652	2	-2172	-8008	-15260	
"
"1196152	0	-2140	-8016	-15460	
"
"1196152	1	128	8236	804	
"
"1196152	2	-2132	-8024	-15420	
"
"1222660	0	-2160	-8012	-15340	
"
"1222660	1	264	8360	0	
"
"1222660	2	-2164	-7944	-15432	
"
"1249076	0	-2212	-7972	-15344	
"
"1249076	1	256	8340	32	
"
"1249076	2	-2136	-8092	-15516	
"
"1275536	0	-2184	-8040	-15456	
"
"1275536	1	292	8244	0	
"
"1275536	2	-2176	-8032	-15356	
"
"1301944	0	-2264	-8036	-15376	
"
"1301944	1	304	8272	768	
"
"1301944	2	-2216	-8076	-15380	
"
"1328432	0	-2160	-8048	-15380	
"
"1328432	1	164	8196	8	
"
"1328432	2	-2112	-7884	-15408	
"
"1354844	0	-1944	-8108	-15380	
"
"1354844	1	292	8332	960	
"
"1354844	2	-2152	-7996	-15464	
"
"1381348	0	-2180	-7932	-15444	
"
"1381348	1	256	8352	896	
"
"1381348	2	-2196	-8036	-15488	
"
"1407848	0	-2316	-8036	-15444	
"
"1407848	1	264	8324	800	
"
"1407848	2	-2236	-8044	-15328	
"
"1434348	0	-2292	-7992	-15400	
"
"1434348	1	68	8336	0	
"
"1434348	2	-2276	-8032	-15384	
"
"1460700	0	-2336	-8100	-15400	
"
"1460700	1	256	8320	52	
"
"1460700	2	-2212	-8056	-15328	
"
"1487148	0	-2264	-8040	-15296	
"
"1487148	1	292	8256	760	
"
"1487148	2	-2288	-8144	-15272	
"
"1513640	0	-2216	-8056	-15388	
"
"1513640	1	292	8368	0	
"
"1513640	2	-2236	-8052	-15248	
"
"1540052	0	-2232	-8040	-15308	
"
"1540052	1	24	8344	784	
"
"1540052	2	-2240	-8112	-15440	
"
"1566508	0	-2420	-8036	-15396	
"
"1566508	1	0	8336	16	
"
"1566508	2	-2256	-8040	-15472	
"
"1592860	0	-2212	-8056	-15376	
"
"1592860	1	64	8328	816	
"
"1592860	2	-2264	-7980	-15468	
"
"1619312	0	-2156	-7908	-15484	
"
"1619312	1	96	8368	784	
"
"1619312	2	-2172	-7996	-15416	
"
"1645760	0	-2192	-7944	-15476	
"
"1645760	1	296	8320	904	
"
"1645760	2	-2164	-7976	-15504	
"
"1672252	0	-2108	-7980	-15376	
"
"1672252	1	272	8196	832	
"
"1672252	2	-2192	-8008	-15396	
"
"1698744	0	-2152	-7908	-15420	
"
"1698744	1	304	8336	880	
"
"1698744	2	-2188	-8068	-15364	
"
"1725236	0	-2204	-7996	-15452	
"
"1725236	1	260	8324	0	
"
"1725236	2	-2140	-8016	-15480	
"
"1751640	0	-2256	-8072	-15492	
"
"1751640	1	64	8384	896	
"
"1751640	2	-2192	-8028	-15340	
"
"1778096	0	-2208	-7992	-15372	
"
"1778096	1	68	8320	832	
"
"1778096	2	-2172	-8048	-15380	
"
"1804540	0	-2188	-7968	-15396	
"
"1804540	1	264	8356	32	
"
"1804540	2	-2232	-8016	-15408	
"
"1830996	0	-2256	-8004	-15420	
"
"1830996	1	256	8320	800	
"
"1830996	2	-2148	-8056	-15468	
"
"1857508	0	-2132	-8072	-15504	
"
"1857508	1	320	8324	840	
"
"1857508	2	-2148	-8052	-15492	
"
"1884000	0	-2036	-8100	-15392	
"
"1884000	1	332	8324	112	
"
"1884000	2	-2104	-7992	-15268	
"
"1910504	0	-2172	-7976	-15312	
"
"1910504	1	240	8352	24	
"
"1910504	2	-2136	-8040	-15404	
"
"1936956	0	-2124	-7960	-15184	
"
"1936956	1	260	8348	704	
"
"1936956	2	-2164	-8020	-15376	
"
"1963456	0	-2148	-7936	-15340	
"
"1963456	1	64	8320	1024	
"
"1963456	2	-2288	-7944	-15372	
"
"1989960	0	-2288	-7920	-15416	
"
"1989960	1	8	8336	832	
"
"1989960	2	-2452	-7988	-15536	
"
"2016372	0	-2408	-7956	-15440	
"
"2016372	1	64	8360	896	
"
"2016372	2	-2260	-7944	-15368	
"
"2042832	0	-2236	-7924	-15376	
"
"2042832	1	256	8296	764	
"
"2042832	2	-2208	-7948	-15428	
"
"2069328	0	-2236	-8024	-15324	
"
"2069328	1	296	8336	0	
"
"2069328	2	-2252	-8052	-15352	
"
"2095736	0	-2280	-8060	-15292	
"
"2095736	1	56	8288	0	
"
"2095736	2	-2272	-8116	-15436	
"
"2122092	0	-2340	-8092	-15348	
"
"2122092	1	192	8192	4	
"
"2122092	2	-2284	-8060	-15260	
"
"2148488	0	-2220	-8008	-15372	
"
"2148488	1	80	8352	32	
"
"2148488	2	-2248	-8000	-15400	
"
"2174896	0	-2244	-8040	-15616	
"
"2174896	1	100	8344	896	
"
"2174896	2	-2356	-7968	-15444	
"
"2201388	0	-2372	-7964	-15412	
"
"2201388	1	196	8256	20	
"
"2201388	2	-2272	-7952	-15392	
"
"2227844	0	-2196	-7876	-15344	
"
"2227844	1	72	8264	92	
"
"2227844	2	-2156	-7904	-15400	
"
"2254248	0	-2080	-7880	-15344	
"
"2254248	1	0	8320	4	
"
"2254248	2	-2040	-7936	-15384	
"
"2280556	0	-2012	-7876	-15316	
"
"2280556	1	448	8196	12	
"
"2280556	2	-2100	-7920	-15216	
"
"2307020	0	-2084	-8024	-15108	
"
"2307020	1	320	8320	24	
"
"2307020	2	-2284	-8176	-15300	
"
"2333472	0	-2376	-8244	-15464	
"
"2333472	1	44	2888	704	
"
"2333472	2	-2500	-8312	-15500	
"
"2359928	0	-2556	-8228	-15324	
"
"2359928	1	32	2788	800	
"
"2359928	2	-2756	-8144	-15308	
"
"2386392	0	-2612	-8096	-15412	
"
"2386392	1	148	8328	8	
"
"2386392	2	-2544	-7968	-15244	
"
"2412800	0	-2572	-7892	-15324	
"
"2412800	1	36	8216	64	
"
"2412800	2	-2428	-7780	-15360	
"
"2439204	0	-2284	-7792	-15552	
"
"2439204	1	112	8604	832	
"
"2439204	2	-2312	-7848	-15528	
"
"2465712	0	-2308	-7812	-15452	
"
"2465712	1	256	8208	8	
"
"2465712	2	-2240	-7928	-15344	
"
"2492120	0	-2316	-8020	-15412	
"
"2492120	1	16	8320	0	
"
"2492120	2	-2348	-8016	-15404	
"
"2518480	0	-2416	-8016	-15420	
"
"2518480	1	0	8324	784	
"
"2518480	2	-2444	-7952	-15532	
"
"2544884	0	-2468	-7868	-15428	
"
"2544884	1	96	8320	928	
"
"2544884	2	-2424	-7944	-15280	
"
"2571348	0	-2380	-7916	-15384	
"
"2571348	1	256	8192	848	
"
"2571348	2	-2204	-7996	-15408	
"
"2597852	0	-2212	-8008	-15368	
"
"2597852	1	280	8232	704	
"
"2597852	2	-2232	-8192	-15380	
"
"2624356	0	-2324	-8188	-15184	
"
"2624356	1	64	2796	68	
"
"2624356	2	-2328	-8228	-15216	
"
"2650760	0	-2328	-8204	-15196	
"
"2650760	1	132	8196	32	
"
"2650760	2	-2416	-8176	-15240	
"
"2677216	0	-2428	-8020	-15216	
"
"2677216	1	68	8260	0	
"
"2677216	2	-2452	-8012	-15352	
"
"2703564	0	-2616	-7952	-15324	
"
"2703564	1	168	8352	64	
"
"2703564	2	-2580	-7928	-15284	
"
"2730020	0	-2648	-7896	-15416	
"
"2730020	1	0	8264	864	
"
"2730020	2	-2536	-7884	-15452	
"
"2756428	0	-2464	-7904	-15420	
"
"2756428	1	132	8256	900	
"
"2756428	2	-2400	-7800	-15380	
"
"2782928	0	-2380	-7840	-15432	
"
"2782928	1	8	8220	840	
"
"2782928	2	-2384	-7896	-15436	
"
"2809328	0	-2424	-7940	-15600	
"
"2809328	1	36	8260	0	
"
"2809328	2	-2448	-7924	-15428	
"
"2835684	0	-2456	-7916	-15444	
"
"2835684	1	8	8192	952	
"
"2835684	2	-2540	-7880	-15436	
"
"2862108	0	-2444	-7896	-15516	
"
"2862108	1	64	8208	772	
"
"2862108	2	-2476	-7884	-15404	
"
"2888564	0	-2396	-7984	-15392	
"
"2888564	1	128	8396	912	
"
"2888564	2	-2520	-8084	-15312	
"
"2915068	0	-2396	-8060	-15380	
"
"2915068	1	128	8332	0	
"
"2915068	2	-2364	-8160	-15248	
"
"2941472	0	-2344	-8140	-15312	
"
"2941472	1	224	2824	40	
"
"2941472	2	-2248	-8152	-15288	
"
"2967916	0	-2248	-8196	-15320	
"
"2967916	1	284	8192	0	
"
"2967916	2	-2264	-8152	-15304	
"
"2994328	0	-2232	-8152	-15188	
"
"2994328	1	52	8208	720	
"
"2994328	2	-2324	-8068	-15296	
"
"3020796	0	-2396	-7992	-15332	
"
"3020796	1	92	8200	80	
"
"3020796	2	-2512	-7948	-15392	
"
"3047228	0	-2508	-7956	-15432	
"
"3047228	1	40	8320	36	
"
"3047228	2	-2500	-7872	-15320	
"
"3073648	0	-2496	-7928	-15468	
"
"3073648	1	8	8200	64	
"
"3073648	2	-2472	-7960	-15404	
"
"3099996	0	-2476	-7940	-15400	
"
"3099996	1	100	8448	1000	
"
"3099996	2	-2452	-7968	-15304	
"
"3126548	0	-2496	-8020	-15440	
"
"3126548	1	0	8240	896	
"
"3126548	2	-2460	-8008	-15412	
"
"3152960	0	-2376	-7996	-15296	
"
"3152960	1	0	8192	0	
"
"3152960	2	-2468	-7972	-15340	
"
"3179280	0	-2472	-8024	-15272	
"
"3179280	1	0	8224	836	
"
"3179280	2	-2448	-7956	-15308	
"
"3205696	0	-2472	-8004	-15412	
"
"3205696	1	4	8216	20	
"
"3205696	2	-2476	-8128	-15416	
"
"3232056	0	-2448	-8096	-15328	
"
"3232056	1	80	8324	100	
"
"3232056	2	-2444	-8108	-15340	
"
"3258512	0	-2476	-8156	-15340	
"
"3258512	1	12	8208	4	
"
"3258512	2	-2480	-8092	-15396	
"
"3284872	0	-2420	-8092	-15396	
"
"3284872	1	8	8192	0	
"
"3284872	2	-2508	-8040	-15368	
"
"3311188	0	-2440	-7984	-15272	
"
"3311188	1	0	8320	688	
"
"3311188	2	-2552	-8068	-15344	
"
"3337588	0	-2560	-7972	-15324	
"
"3337588	1	300	8304	32	
"
"3337588	2	-2576	-8024	-15340	
"
"3364040	0	-2644	-8064	-15488	
"
"3364040	1	128	8208	904	
"
"3364040	2	-2740	-8052	-15400	
"
"3390532	0	-2712	-8064	-15296	
"
"3390532	1	12	8320	900	
"
"3390532	2	-2724	-8120	-15436	
"
"3416992	0	-2676	-8068	-15440	
"
"3416992	1	68	8280	32	
"
"3416992	2	-2624	-7960	-15244	
"
"3443404	0	-2576	-8000	-15244	
"
"3443404	1	32	8212	172	
"
"3443404	2	-2528	-8012	-15360	
"
"3469848	0	-2384	-8060	-15368	
"
"3469848	1	16	8192	912	
"
"3469848	2	-2384	-8040	-15376	
"
"3496300	0	-2368	-8088	-15380	
"
"3496300	1	144	8320	128	
"
"3496300	2	-2336	-8036	-15356	
"
"3522796	0	-2336	-8060	-15316	
"
"3522796	1	256	8388	0	
"
"3522796	2	-2272	-8064	-15360	
"
"3549216	0	-2312	-8084	-15432	
"
"3549216	1	292	8392	832	
"
"3549216	2	-2368	-8060	-15408	
"
"3575720	0	-2408	-8068	-15448	
"
"3575720	1	36	8232	32	
"
"3575720	2	-2416	-8124	-15288	
"
"3602136	0	-2404	-8008	-15304	
"
"3602136	1	120	8356	0	
"
"3602136	2	-2464	-8000	-15388	
"
"3628528	0	-2416	-8048	-15504	
"
"3628528	1	0	8196	952	
"
"3628528	2	-2556	-8160	-15444	
"
"3654932	0	-2564	-8036	-15592	
"
"3654932	1	8	8208	32	
"
"3654932	2	-2492	-8024	-15240	
"
"3681304	0	-2508	-8040	-15236	
"
"3681304	1	8	8192	0	
"
"3681304	2	-2424	-8116	-15028	
"
"3707616	0	-2296	-8004	-15348	
"
"3707616	1	4	8244	12	
"
"3707616	2	-2164	-8192	-15416	
"
"3733980	0	-2120	-8264	-15316	
"
"3733980	1	256	2624	148	
"
"3733980	2	-2100	-8292	-15408	
"
"3760480	0	-1944	-8312	-15336	
"
"3760480	1	0	2752	4	
"
"3760480	2	-2040	-8208	-15060	
"
"3786796	0	-2012	-8136	-15096	
"
"3786796	1	132	8208	144	
"
"3786796	2	-2096	-8088	-15208	
"
"3813304	0	-2108	-8104	-15264	
"
"3813304	1	260	2692	96	
"
"3813304	2	-2316	-8176	-15352	
"
"3839764	0	-2348	-8128	-15304	
"
"3839764	1	132	8196	980	
"
"3839764	2	-2548	-8192	-15384	
"
"3866288	0	-2504	-8216	-15256	
"
"3866288	1	0	8196	140	
"
"3866288	2	-2492	-8124	-15228	
"
"3892696	0	-2416	-8140	-15156	
"
"3892696	1	220	8196	0	
"
"3892696	2	-2356	-8120	-15188	
"
"3919100	0	-2300	-8084	-15300	
"
"3919100	1	272	8192	904	
"
"3919100	2	-2232	-8196	-15360	
"
"3945608	0	-2220	-8188	-15400	
"
"3945608	1	128	8192	836	
"
"3945608	2	-2112	-8224	-15256	
"
"3972112	0	-2124	-8216	-15216	
"
"3972112	1	144	2816	96	
"
"3972112	2	-2188	-8112	-15240	
"
"3998568	0	-2264	-8144	-15088	
"
"3998568	1	0	8272	4	
"
"3998568	2	-2204	-8216	-15212	
"
"4024876	0	-2316	-8092	-15236	
"
"4024876	1	144	8204	32	
"
"4024876	2	-2472	-8116	-15408	
"
"4051328	0	-2572	-8068	-15352	
"
"4051328	1	0	8212	772	
"
"4051328	2	-2448	-8068	-15372	
"
"4077728	0	-2372	-8096	-15376	
"
"4077728	1	16	8224	724	
"
"4077728	2	-2400	-8052	-15408	
"
"4104200	0	-2476	-7952	-15368	
"
"4104200	1	260	8232	800	
"
"4104200	2	-2256	-7980	-15456	
"
"4130692	0	-2400	-8012	-15404	
"
"4130692	1	192	8320	884	
"
"4130692	2	-2368	-7932	-15404	
"
"4157184	0	-2352	-7988	-15208	
"
"4157184	1	12	8192	4	
"
"4157184	2	-2256	-7984	-15308	
"
"4183560	0	-2312	-8068	-15276	
"
"4183560	1	256	8192	916	
"
"4183560	2	-2300	-8152	-15408	
"
"4210052	0	-2372	-8072	-15380	
"
"4210052	1	192	8232	48	
"
"4210052	2	-2352	-8116	-15372	
"
"4236508	0	-2372	-8100	-15296	
"
"4236508	1	232	8208	16	
"
"4236508	2	-2388	-8068	-15260	
"
"4262964	0	-2380	-8108	-15324	
"
"4262964	1	240	8192	0	
"
"4262964	2	-2300	-8124	-15352	
"
"4289360	0	-2268	-8128	-15340	
"
"4289360	1	8	8232	0	
"
"4289360	2	-2324	-8156	-15252	
"
"4315668	0	-2304	-8208	-15356	
"
"4315668	1	192	2716	36	
"
"4315668	2	-2428	-8212	-15312	
"
"4342124	0	-2292	-8124	-15360	
"
"4342124	1	132	8288	0	
"
"4342124	2	-2356	-8108	-15228	
"
"4368524	0	-2308	-8048	-15180	
"
"4368524	1	56	8320	144	
"
"4368524	2	-2200	-7992	-15344	
"
"4394984	0	-2280	-8064	-15320	
"
"4394984	1	16	8192	840	
"
"4394984	2	-2188	-8052	-15400	
"
"4421432	0	-2280	-8040	-15452	
"
"4421432	1	48	8232	0	
"
"4421432	2	-2280	-8120	-15400	
"
"4447788	0	-2336	-8032	-15400	
"
"4447788	1	4	8208	832	
"
"4447788	2	-2268	-8068	-15420	
"
"4474192	0	-2252	-7992	-15296	
"
"4474192	1	40	8344	0	
"
"4474192	2	-2340	-8020	-15412	
"
"4500564	0	-2272	-8076	-15324	
"
"4500564	1	272	8256	0	
"
"4500564	2	-2264	-8064	-15400	
"
"4526980	0	-2308	-8096	-15376	
"
"4526980	1	48	8336	88	
"
"4526980	2	-2232	-8160	-15392	
"
"4553408	0	-2240	-8084	-15428	
"
"4553408	1	260	8204	12	
"
"4553408	2	-2216	-8116	-15472	
"
"4579860	0	-2172	-8096	-15368	
"
"4579860	1	288	8324	776	
"
"4579860	2	-2200	-8140	-15328	
"
"4606360	0	-2136	-8040	-15280	
"
"4606360	1	132	8352	12	
"
"4606360	2	-2204	-8024	-15312	
"
"4632816	0	-2268	-7996	-15300	
"
"4632816	1	320	8232	768	
"
"4632816	2	-2132	-8048	-15512	
"
"4659324	0	-2208	-7968	-15404	
"
"4659324	1	256	8192	0	
"
"4659324	2	-2176	-7932	-15484	
"
"4685744	0	-2236	-7880	-15464	
"
"4685744	1	272	8268	904	
"
"4685744	2	-2156	-7920	-15452	
"
"4712236	0	-2096	-7964	-15376	
"
"4712236	1	256	8192	896	
"
"4712236	2	-2224	-7928	-15308	
"
"4738756	0	-2136	-7992	-15380	
"
"4738756	1	140	8208	860	
"
"4738756	2	-2160	-7924	-15492	
"
"4765260	0	-2152	-7940	-15352	
"
"4765260	1	272	8192	832	
"
"4765260	2	-2100	-7916	-15396	
"
"4791768	0	-2092	-7980	-15428	
"
"4791768	1	264	8324	860	
"
"4791768	2	-2164	-8004	-15324	
"
"4818272	0	-2172	-7980	-15380	
"
"4818272	1	264	8328	0	
"
"4818272	2	-2176	-8128	-15372	
"
"4844680	0	-2156	-7996	-15452	
"
"4844680	1	108	8320	88	
"
"4844680	2	-2160	-8048	-15316	
"
"4871144	0	-2100	-8024	-15404	
"
"4871144	1	256	8368	784	
"
"4871144	2	-2076	-8072	-15444	
"
"4897640	0	-2056	-8032	-15332	
"
"4897640	1	304	8320	32	
"
"4897640	2	-2212	-8104	-15304	
"
"4924100	0	-2172	-7980	-15380	
"
"4924100	1	276	8332	108	
"
"4924100	2	-2144	-7876	-15400	
"
"4950608	0	-2188	-7988	-15412	
"
"4950608	1	300	8328	904	
"
"4950608	2	-2196	-8000	-15552	
"
"4977120	0	-2188	-8044	-15580	
"
"4977120	1	48	8208	960	
"
"4977120	2	-2180	-7944	-15384	
"
"5003572	0	-2128	-8020	-15408	
"
"5003572	1	184	8192	48	
"
"5003572	2	-2072	-8064	-15488	
"
"5030036	0	-2096	-8024	-15424	
"
"5030036	1	312	8224	848	
"
"5030036	2	-2052	-7996	-15356	
"
"5056548	0	-1980	-7988	-15280	
"
"5056548	1	128	8196	128	
"
"5056548	2	-2044	-7920	-15232	
"
"5083052	0	-2044	-7992	-15288	
"
"5083052	1	16	8384	28	
"
"5083052	2	-2012	-8012	-15372	
"
"5109460	0	-2028	-8040	-15420	
"
"5109460	1	0	8224	768	
"
"5109460	2	-2076	-8080	-15432	
"
"5135864	0	-2076	-8068	-15376	
"
"5135864	1	32	8200	52	
"
"5135864	2	-1984	-8104	-15412	
"
"5162272	0	-2036	-8076	-15424	
"
"5162272	1	16	8376	784	
"
"5162272	2	-2024	-7964	-15364	
"
"5188724	0	-2064	-8024	-15316	
"
"5188724	1	20	8320	872	
"
"5188724	2	-2048	-7992	-15384	
"
"5215188	0	-2056	-7968	-15452	
"
"5215188	1	236	8336	640	
"
"5215188	2	-2048	-7972	-15472	
"
"5241688	0	-2036	-7900	-15448	
"
"5241688	1	0	8272	896	
"
"5241688	2	-2124	-8036	-15488	
"
"5268100	0	-2060	-7988	-15504	
"
"5268100	1	276	8296	912	
"
"5268100	2	-2076	-7920	-15504	
"
"5294612	0	-2072	-7940	-15376	
"
"5294612	1	288	8256	816	
"
"5294612	2	-2060	-7980	-15424	
"
"5321108	0	-2012	-8000	-15508	
"
"5321108	1	296	8192	768	
"
"5321108	2	-2040	-7892	-15428	
"
"5347604	0	-2024	-7932	-15512	
"
"5347604	1	288	8368	896	
"
"5347604	2	-2036	-7980	-15492	
"
"5374108	0	-2056	-8012	-15496	
"
"5374108	1	8	8320	836	
"
"5374108	2	-1996	-7968	-15396	
"
"5400528	0	-2028	-7992	-15408	
"
"5400528	1	260	8384	896	
"
"5400528	2	-2056	-8056	-15384	
"
"5427028	0	-2056	-8040	-15388	
"
"5427028	1	280	8384	772	
"
"5427028	2	-2052	-8064	-15412	
"
"5453532	0	-2040	-7960	-15480	
"
"5453532	1	0	8324	12	
"
"5453532	2	-1968	-7940	-15376	
"
"5479900	0	-2000	-8036	-15412	
"
"5479900	1	4	8196	8	
"
"5479900	2	-1992	-7996	-15368	
"
"5506212	0	-2044	-8040	-15416	
"
"5506212	1	264	8328	784	
"
"5506212	2	-2072	-8044	-15372	
"
"5532712	0	-2104	-7984	-15364	
"
"5532712	1	216	8396	0	
"
"5532712	2	-2088	-7924	-15384	
"
"5559124	0	-2068	-7964	-15424	
"
"5559124	1	312	8328	20	
"
"5559124	2	-2060	-7956	-15536	
"
"5585604	0	-2140	-8032	-15336	
"
"5585604	1	256	8196	848	
"
"5585604	2	-2056	-7988	-15464	
"
"5612108	0	-2080	-7932	-15484	
"
"5612108	1	228	8392	776	
"
"5612108	2	-2080	-8020	-15452	
"
"5638608	0	-2088	-7980	-15372	
"
"5638608	1	288	8340	832	
"
"5638608	2	-2136	-7996	-15460	
"
"5665104	0	-2096	-7940	-15436	
"
"5665104	1	256	8320	928	
"
"5665104	2	-2068	-7952	-15456	
"
"5691612	0	-2092	-8020	-15388	
"
"5691612	1	228	8368	0	
"
"5691612	2	-2100	-8012	-15436	
"
"5718036	0	-2076	-7900	-15284	
"
"5718036	1	272	8192	868	
"
"5718036	2	-2100	-8004	-15316	
"
"5744544	0	-2128	-8008	-15544	
"
"5744544	1	256	8392	792	
"
"5744544	2	-2176	-7952	-15508	
"
"5771052	0	-2184	-8000	-15520	
"
"5771052	1	256	8320	896	
"
"5771052	2	-2144	-7952	-15428	
"
"5797568	0	-2140	-7912	-15380	
"
"5797568	1	192	8320	960	
"
"5797568	2	-2096	-7988	-15296	
"
"5824076	0	-2024	-8012	-15412	
"
"5824076	1	0	8320	4	
"
"5824076	2	-2100	-8060	-15356	
"
"5850388	0	-2128	-7928	-15416	
"
"5850388	1	256	8352	12	
"
"5850388	2	-2100	-7968	-15392	
"
"5876848	0	-2148	-7940	-15368	
"
"5876848	1	184	8320	896	
"
"5876848	2	-2152	-7972	-15372	
"
"5903368	0	-2124	-8004	-15356	
"
"5903368	1	276	8336	896	
"
"5903368	2	-2152	-8008	-15408	
"
"5929872	0	-2112	-8040	-15420	
"
"5929872	1	264	8320	32	
"
"5929872	2	-2028	-8016	-15292	
"
"5956328	0	-1988	-7948	-15408	
"
"5956328	1	0	8320	804	
"
"5956328	2	-2148	-8012	-15460	
"
"5982732	0	-2036	-7968	-15460	
"
"5982732	1	192	8388	0	
"
"5982732	2	-2140	-8032	-15412	
"
"6009140	0	-2116	-7964	-15356	
"
"6009140	1	200	8268	0	
"
"6009140	2	-2108	-8020	-15436	
"
"6035552	0	-2092	-7920	-15364	
"
"6035552	1	220	8352	16	
"
"6035552	2	-2104	-8032	-15396	
"
"6062024	0	-2060	-8008	-15308	
"
"6062024	1	36	8392	800	
"
"6062024	2	-2064	-8040	-15328	
"
"6088480	0	-2016	-8036	-15484	
"
"6088480	1	296	8324	920	
"
"6088480	2	-2088	-7992	-15348	
"
"6115008	0	-2064	-7980	-15412	
"
"6115008	1	24	8196	24	
"
