Format Version,1.23,Take Name,sub01_ugras_jojojo,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-10-20 02.53.30.331 DU.,Capture Start Frame,10157463,Total Frames in Take,1661,Total Exported Frames,1661,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.160000,0.000363,0.869947,-0.017225,0.492845,0.441292,0.822195,0.770765,0.000175,0.452787,0.772518,0.725789,0.943368,0.404435,0.833072,0.842738,0.941555,0.466655,0.860996,0.743770,0.981953,0.096068,-0.841796,-0.150607,-0.509380,0.539160,0.369176,0.749499,0.000545,0.519693,0.340965,0.801153,0.890139,0.552989,0.427300,0.705917,0.886298,0.544800,0.339263,0.741427,0.821702,0.519532,0.341120,0.801511,0.552927,0.427081,0.706103,0.545022,0.339329,0.740884,0.452886,0.772461,0.725582,0.404378,0.833199,0.842904,0.466614,0.860925,0.743810
17,0.170000,0.001411,0.870092,-0.017402,0.492580,0.441103,0.822159,0.770767,0.000238,0.452472,0.772492,0.725747,0.933363,0.404308,0.833057,0.842768,0.940136,0.466528,0.860929,0.743785,0.986012,0.096505,-0.841673,-0.150421,-0.509555,0.539005,0.369189,0.749547,0.000590,0.519521,0.341003,0.801209,0.868565,0.552829,0.427290,0.705933,0.933370,0.544664,0.339273,0.741499,0.828722,0.519317,0.341148,0.801672,0.552773,0.427092,0.706102,0.544925,0.339326,0.740868,0.452570,0.772391,0.725521,0.404239,0.833188,0.842957,0.466499,0.860899,0.743823
18,0.180000,0.002704,0.869791,-0.017385,0.493107,0.441035,0.822176,0.770807,0.000287,0.452351,0.772542,0.725738,0.933363,0.404174,0.833063,0.842776,0.940136,0.466580,0.860924,0.743907,0.986012,0.096362,-0.841996,-0.150791,-0.508939,0.538982,0.369151,0.749511,0.000523,0.519582,0.340932,0.801186,0.868565,0.552726,0.427280,0.705908,0.933370,0.544637,0.339242,0.741438,0.828722,0.519425,0.341091,0.801535,0.552665,0.427076,0.706092,0.544856,0.339286,0.740906,0.452432,0.772392,0.725516,0.404102,0.833180,0.842963,0.466570,0.860956,0.743941
19,0.190000,0.003828,0.869874,-0.017255,0.492956,0.440842,0.822190,0.770754,0.000277,0.452054,0.772596,0.725615,0.926347,0.404023,0.833048,0.842749,0.936696,0.466450,0.860927,0.743899,0.987483,0.095874,-0.842180,-0.150917,-0.508689,0.538909,0.369137,0.749488,0.000551,0.519531,0.340900,0.801161,0.894587,0.552657,0.427284,0.705910,0.925045,0.544538,0.339229,0.741392,0.851432,0.519370,0.341052,0.801520,0.552596,0.427058,0.706097,0.544760,0.339302,0.740846,0.452152,0.772462,0.725371,0.403950,0.833185,0.842949,0.466425,0.860924,0.743942
20,0.200000,0.003694,0.869822,-0.017239,0.493050,0.440697,0.822189,0.770725,0.000277,0.451931,0.772593,0.725593,0.926347,0.403860,0.833045,0.842710,0.936696,0.466301,0.860930,0.743870,0.987483,0.096888,-0.842091,-0.151055,-0.508604,0.538790,0.369089,0.749465,0.000545,0.519454,0.340856,0.801156,0.894587,0.552438,0.427227,0.705844,0.925045,0.544478,0.339185,0.741395,0.851432,0.519288,0.341004,0.801527,0.552379,0.427011,0.706025,0.544702,0.339253,0.740843,0.452023,0.772455,0.725358,0.403789,0.833176,0.842904,0.466280,0.860937,0.743912
21,0.210000,0.004101,0.869692,-0.017262,0.493276,0.440592,0.822182,0.770682,0.000267,0.451814,0.772593,0.725539,0.932242,0.403725,0.833039,0.842652,0.937260,0.466238,0.860913,0.743855,0.992274,0.097094,-0.841979,-0.150911,-0.508792,0.538730,0.369055,0.749447,0.000523,0.519372,0.340838,0.801139,0.891987,0.552392,0.427178,0.705811,0.932342,0.544427,0.339149,0.741391,0.852291,0.519206,0.340993,0.801507,0.552333,0.426983,0.705989,0.544651,0.339189,0.740846,0.451909,0.772479,0.725312,0.403647,0.833164,0.842856,0.466222,0.860902,0.743879
22,0.220000,0.004011,0.869602,-0.017270,0.493436,0.440497,0.822180,0.770623,0.000251,0.451743,0.772588,0.725490,0.932242,0.403601,0.833039,0.842579,0.937260,0.466147,0.860912,0.743802,0.992274,0.097458,-0.842251,-0.150900,-0.508277,0.538608,0.369028,0.749382,0.000549,0.519323,0.340827,0.801110,0.891987,0.552184,0.427136,0.705699,0.932342,0.544318,0.339121,0.741337,0.852291,0.519155,0.340963,0.801488,0.552128,0.426915,0.705874,0.544541,0.339206,0.740784,0.451838,0.772485,0.725268,0.403526,0.833163,0.842776,0.466127,0.860891,0.743826
23,0.230000,0.003933,0.869447,-0.017315,0.493707,0.440432,0.822172,0.770562,0.000260,0.451711,0.772574,0.725443,0.929132,0.403491,0.833039,0.842493,0.936623,0.466095,0.860902,0.743750,0.987091,0.098362,-0.841882,-0.151023,-0.508676,0.538564,0.368995,0.749370,0.000506,0.519257,0.340790,0.801088,0.893087,0.552103,0.427101,0.705674,0.935878,0.544332,0.339093,0.741349,0.855259,0.519092,0.340936,0.801455,0.552048,0.426915,0.705842,0.544552,0.339133,0.740814,0.451812,0.772460,0.725204,0.403417,0.833175,0.842694,0.466067,0.860880,0.743788
24,0.240000,-0.000807,0.870413,-0.016666,0.492040,0.440157,0.822287,0.770346,0.000321,0.451694,0.772632,0.725355,0.929132,0.403409,0.833081,0.842386,0.936623,0.465369,0.861148,0.743295,0.987091,0.097920,-0.842075,-0.150970,-0.508457,0.538477,0.368987,0.749348,0.000522,0.519183,0.340783,0.801072,0.893087,0.552030,0.427094,0.705658,0.935878,0.544216,0.339083,0.741315,0.855259,0.519022,0.340932,0.801432,0.551973,0.426893,0.705833,0.544435,0.339135,0.740779,0.451776,0.772488,0.725137,0.403316,0.833188,0.842607,0.465380,0.861185,0.743294
25,0.250000,0.004170,0.869258,-0.017358,0.494036,0.440313,0.822209,0.770441,0.000247,0.451604,0.772613,0.725324,0.931068,0.403321,0.833082,0.842345,0.937546,0.466013,0.860932,0.743655,0.985745,0.098035,-0.842166,-0.151178,-0.508223,0.538429,0.368961,0.749342,0.000496,0.519174,0.340740,0.801070,0.895250,0.551935,0.427082,0.705654,0.936921,0.544178,0.339061,0.741301,0.857999,0.519014,0.340888,0.801428,0.551880,0.426901,0.705821,0.544394,0.339094,0.740776,0.451706,0.772510,0.725089,0.403249,0.833217,0.842543,0.465984,0.860900,0.743692
26,0.260000,-0.000755,0.870234,-0.016812,0.492351,0.440025,0.822312,0.770231,0.000305,0.451583,0.772645,0.725259,0.931980,0.403227,0.833129,0.842243,0.935966,0.465265,0.861161,0.743191,0.993443,0.098862,-0.841666,-0.150955,-0.508956,0.538297,0.368951,0.749387,0.000552,0.518966,0.340758,0.801102,0.871617,0.551831,0.427046,0.705673,0.949733,0.544094,0.339050,0.741385,0.839759,0.518766,0.340891,0.801556,0.551785,0.426907,0.705811,0.544341,0.339055,0.740794,0.451667,0.772508,0.725040,0.403139,0.833241,0.842456,0.465268,0.861187,0.743197
